slot,arm,luna_side,terminal_cause,luna_outcome,player_turns,requests,luna_turns,tokens,backend_seconds,core_damage,heuristic_core_damage
MATCH-037,strict,red,CORE_DESTRUCTION,loss,7,4,3,10767,7.673373399942648,0,30
MATCH-037,bounded,red,PROVIDER_FORFEIT,loss,4,4,2,11262,7.725566000037361,0,0
MATCH-037,stepwise,red,REQUEST_LIMIT,limit,94,140,47,349053,218.41689409973333,0,18
MATCH-038,bounded,blue,CORE_DESTRUCTION,loss,12,10,6,29501,18.569195999996737,0,30
MATCH-038,stepwise,blue,CORE_DESTRUCTION,loss,10,13,5,34882,20.312626700033434,0,30
MATCH-038,strict,blue,CORE_DESTRUCTION,loss,10,7,5,21609,14.827721599896904,0,30
MATCH-039,stepwise,red,CORE_DESTRUCTION,loss,27,42,13,106862,64.55220969999209,0,30
MATCH-039,strict,red,TEAM_ELIMINATION,loss,12,7,6,17843,14.580860999936704,0,5
MATCH-039,bounded,red,TEAM_ELIMINATION,loss,10,7,5,18274,12.09764900006121,0,0
MATCH-040,strict,blue,CORE_DESTRUCTION,loss,14,10,7,30341,18.264105100010056,0,30
MATCH-040,bounded,blue,PROVIDER_FORFEIT,loss,5,5,3,16143,12.022901399992406,0,0
MATCH-040,stepwise,blue,CORE_DESTRUCTION,loss,10,16,5,41999,33.89952139998786,0,30
